dataset,seed,method,tau,alpha,beta,AA,Macro_F1,OA,Kappa,NLL
Qingyun,123,Original_LTLC,0.0,0.25,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.0,0.5,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.0,0.75,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.0,1.0,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.0,1.5,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.0,2.0,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Original_LTLC,0.25,0.0,,0.750635925526313,0.6855746796354198,0.7356985409887687,0.6551197196089624,2.720057404739837
Qingyun,123,Original_LTLC,0.25,0.25,,0.7509952825025868,0.6823781546676018,0.7351037402470173,0.6545308791056045,2.729114832675954
Qingyun,123,Original_LTLC,0.25,0.5,,0.75145813742015,0.6791900843176483,0.7346139043420454,0.654097817510316,2.7385884494796917
Qingyun,123,Original_LTLC,0.25,0.75,,0.7513332426652471,0.6763804489229689,0.7338441622056611,0.6533161224898828,2.748510088825207
Qingyun,123,Original_LTLC,0.25,1.0,,0.7507080711560506,0.6736455578889576,0.7329344669535706,0.6523363280752621,2.758916232946365
Qingyun,123,Original_LTLC,0.25,1.5,,0.7502582040164713,0.663916709639161,0.731150064728316,0.6504869545071864,2.781358033994606
Qingyun,123,Original_LTLC,0.25,2.0,,0.7497469523539637,0.6534663283466627,0.7286658969245303,0.6478308032058477,2.806338512100841
Qingyun,123,Original_LTLC,0.5,0.0,,0.7513237657458404,0.6754789355310766,0.7326195724432315,0.6521032270000986,2.76604905445839
Qingyun,123,Original_LTLC,0.5,0.25,,0.7510609747128165,0.6682418940063042,0.7304852874287113,0.6497953484003549,2.7885231337606937
Qingyun,123,Original_LTLC,0.5,0.5,,0.7500405055234173,0.6584573477067931,0.727896154788146,0.6470090737454615,2.813378752701247
Qingyun,123,Original_LTLC,0.5,0.75,,0.7498367220554675,0.6490862949587143,0.7258668346104055,0.6449245050304226,2.841108323633191
Qingyun,123,Original_LTLC,0.5,1.0,,0.7486109801726087,0.6393547113549416,0.7234526433644729,0.6423754690724371,2.8723811892691447
Qingyun,123,Original_LTLC,0.5,1.5,,0.7446546175813097,0.6111048929829254,0.7152653860956579,0.6336388201573672,2.9497934491672493
Qingyun,123,Original_LTLC,0.5,2.0,,0.7327792031053865,0.5777735192313189,0.7014450159196669,0.6188926538842283,3.058361054135779
Qingyun,123,Original_LTLC,0.75,0.0,,0.7505089030927055,0.6620383358149989,0.7273363423253211,0.6464603366218706,2.821272478735894
Qingyun,123,Original_LTLC,0.75,0.25,,0.7487010754318607,0.6479567657815567,0.723522619922326,0.6423748710836481,2.8638093544954097
Qingyun,123,Original_LTLC,0.75,0.5,,0.7473301138617595,0.6322460058153817,0.7191490850565061,0.6378243152154135,2.914577461332443
Qingyun,123,Original_LTLC,0.75,0.75,,0.7434575276238115,0.6100301839625268,0.7127462300129457,0.6310489330274439,2.9771836535911524
Qingyun,123,Original_LTLC,0.75,1.0,,0.7358497902932354,0.5848906490284624,0.7027395822399496,0.6204157193323874,3.057361678215846
Qingyun,123,Original_LTLC,0.75,1.5,,0.7104195186821873,0.543744702427886,0.6690108813547462,0.5848975515657548,3.29940804637607
Qingyun,123,Original_LTLC,0.75,2.0,,0.6882268625233418,0.5283492365355572,0.6412651761659844,0.5574755221436277,3.6802975932322757
Qingyun,123,Original_LTLC,1.0,0.0,,0.7481729991627007,0.6475254111684644,0.7208984990028341,0.6395888822622687,2.8881948488586313
Qingyun,123,Original_LTLC,1.0,0.25,,0.7451891884811134,0.6255496944181976,0.7146006087960534,0.633022166769035,2.9615907028482886
Qingyun,123,Original_LTLC,1.0,0.5,,0.7382323526194199,0.5918359561729112,0.7031594415870683,0.6209726762906876,3.059604980569528
Qingyun,123,Original_LTLC,1.0,0.75,,0.7243826152065052,0.5604995576057286,0.6843357475245793,0.6012034591030428,3.19764784873615
Qingyun,123,Original_LTLC,1.0,1.0,,0.7049901999238308,0.5379841015001896,0.659249151534236,0.5752556271918998,3.391643137171368
Qingyun,123,Original_LTLC,1.0,1.5,,0.6749649630643333,0.5193480202267408,0.6230362828452468,0.5396103944830662,3.965893661655941
Qingyun,123,Original_LTLC,1.0,2.0,,0.6339648467693234,0.49689504169468357,0.5785661803295896,0.49545256032868407,4.767638937521527
Qingyun,123,Original_LTLC,1.25,0.0,,0.7445233247756121,0.6301874226150476,0.7134110073125502,0.6317660750662786,2.970304544508303
Qingyun,123,Original_LTLC,1.25,0.25,,0.7377822925319389,0.5905391842659381,0.6995206605787061,0.6173104371683814,3.0934053383411713
Qingyun,123,Original_LTLC,1.25,0.5,,0.7190540549008144,0.5521302263732173,0.6740491935201708,0.5907964672797025,3.279328191165754
Qingyun,123,Original_LTLC,1.25,0.75,,0.6979215356679486,0.5316827000355965,0.6459536055421434,0.5627273916146032,3.555580380451601
Qingyun,123,Original_LTLC,1.25,1.0,,0.6780965522744845,0.5195383044115037,0.6233861656345124,0.5402696747968224,3.9276874248386746
Qingyun,123,Original_LTLC,1.25,1.5,,0.6285118849315255,0.49020061902553413,0.5654455757321297,0.48268565559494586,4.934912498296775
Qingyun,123,Original_LTLC,1.25,2.0,,0.575256107222486,0.45945761910259436,0.5084846576396908,0.4271574901448279,6.2812846500637916
Qingyun,123,Original_LTLC,1.5,0.0,,0.7401342228254605,0.6069560408465596,0.7021797697771247,0.6201125235574524,3.0727272688453104
Qingyun,123,Original_LTLC,1.5,0.25,,0.7227709806239395,0.558139024510773,0.676813267555369,0.593966893527606,3.2764110303995047
Qingyun,123,Original_LTLC,1.5,0.5,,0.698133742778921,0.530312227576696,0.6413351527238376,0.5584194678419182,3.60219055620602
Qingyun,123,Original_LTLC,1.5,0.75,,0.6730209497115629,0.5141095921587966,0.611735068751968,0.5289470793061626,4.063644051041981
Qingyun,123,Original_LTLC,1.5,1.0,,0.6436929550407172,0.4957679434179807,0.5756971414576117,0.49305389272109185,4.651193586719976
Qingyun,123,Original_LTLC,1.5,1.5,,0.5802697842080786,0.45834329653032063,0.5066302788565831,0.42565418842193825,6.19029872678404
Qingyun,123,Original_LTLC,1.5,2.0,,0.4963587728231134,0.40472609521213826,0.4210139603232917,0.3443773085961901,8.263024749476685
Qingyun,123,Original_LTLC,1.75,0.0,,0.7342355689132334,0.5802388773114128,0.6881494699275743,0.6059947670038603,3.202566052159109
Qingyun,123,Original_LTLC,1.75,0.25,,0.7030985652175348,0.5337438230608319,0.6457086875896575,0.5626420175892344,3.526505289465079
Qingyun,123,Original_LTLC,1.75,0.5,,0.6766753184913913,0.5143990320938033,0.6104754907106119,0.5280915985120037,4.031548190245819
Qingyun,123,Original_LTLC,1.75,0.75,,0.6410035516090734,0.4911658674813184,0.5668451068891921,0.48436526989913553,4.708995670292776
Qingyun,123,Original_LTLC,1.75,1.0,,0.6032120413508837,0.46937970855636907,0.527448304817886,0.445845227764252,5.550837571740967
Qingyun,123,Original_LTLC,1.75,1.5,,0.5165339980800525,0.41374788318879374,0.4353241664042546,0.35799150893850823,7.75506915809122
Qingyun,123,Original_LTLC,1.75,2.0,,0.4266857898389585,0.35105794466973567,0.3463489730940135,0.2776888935926757,10.73514694501718
Qingyun,123,Original_LTLC,2.0,0.0,,0.7220269327337127,0.5552240982838884,0.6665267135509604,0.5841219910649684,3.3678297797593992
Qingyun,123,Original_LTLC,2.0,0.25,,0.6875894103391659,0.5207801641965958,0.6197473846261502,0.5375480030303738,3.8486396870304342
Qingyun,123,Original_LTLC,2.0,0.5,,0.6476811863365711,0.4926543741604559,0.5691543332983451,0.48671213019361753,4.559147369502399
Qingyun,123,Original_LTLC,2.0,0.75,,0.6063797426982885,0.46813587872130547,0.5246142542248347,0.4433073206562203,5.48540754557624
Qingyun,123,Original_LTLC,2.0,1.0,,0.5639737907632744,0.4404071032311285,0.47668031209544803,0.3975306115583811,6.6277548214209405
Qingyun,123,Original_LTLC,2.0,1.5,,0.4520301677088647,0.3651336019931788,0.3651726671565026,0.29439330146959536,9.655379526993107
Qingyun,123,Original_LTLC,2.0,2.0,,0.38189301613373594,0.3073605296454491,0.2877436058920262,0.22771782086159006,13.612450177318463
Qingyun,123,Standard_LA,0.0,,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
Qingyun,123,Standard_LA,0.25,,,0.750635925526313,0.6855746796354198,0.7356985409887687,0.6551197196089624,2.720057404739837
Qingyun,123,Standard_LA,0.5,,,0.7513237657458404,0.6754789355310766,0.7326195724432315,0.6521032270000986,2.76604905445839
Qingyun,123,Standard_LA,0.75,,,0.7505089030927055,0.6620383358149989,0.7273363423253211,0.6464603366218706,2.821272478735894
Qingyun,123,Standard_LA,1.0,,,0.7481729991627007,0.6475254111684644,0.7208984990028341,0.6395888822622687,2.8881948488586313
Qingyun,123,Standard_LA,1.25,,,0.7445233247756121,0.6301874226150476,0.7134110073125502,0.6317660750662786,2.970304544508303
Qingyun,123,Standard_LA,1.5,,,0.7401342228254605,0.6069560408465596,0.7021797697771247,0.6201125235574524,3.0727272688453104
Qingyun,123,Standard_LA,1.75,,,0.7342355689132334,0.5802388773114128,0.6881494699275743,0.6059947670038603,3.202566052159109
Qingyun,123,Standard_LA,2.0,,,0.7220269327337127,0.5552240982838884,0.6665267135509604,0.5841219910649684,3.3678297797593992
Qingyun,3407,Original_LTLC,0.0,0.0,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,0.25,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,0.5,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,0.75,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,1.0,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,1.5,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.0,2.0,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Original_LTLC,0.25,0.0,,0.74565690572912,0.6996688397860348,0.7454952590882055,0.6699284056585222,5.268919957627773
Qingyun,3407,Original_LTLC,0.25,0.25,,0.7452963213090346,0.699352039322468,0.744970434904307,0.6694304833624344,5.279058742371211
Qingyun,3407,Original_LTLC,0.25,0.5,,0.7459161740884573,0.6986251051526459,0.7441657044889962,0.6685742731114348,5.28945466550598
Qingyun,3407,Original_LTLC,0.25,0.75,,0.7460166952506061,0.6982188584639992,0.7437458451418775,0.6681856649431401,5.3001147431697495
Qingyun,3407,Original_LTLC,0.25,1.0,,0.7459240534149575,0.6976658287221653,0.7430460795633462,0.6674762441461878,5.311047274755942
Qingyun,3407,Original_LTLC,0.25,1.5,,0.7458030262014469,0.6964193269520407,0.7412616773380918,0.6655914463328786,5.333771992917057
Qingyun,3407,Original_LTLC,0.25,2.0,,0.7448959889900012,0.6941765020941779,0.7398621461810293,0.664141759235688,5.357740293076479
Qingyun,3407,Original_LTLC,0.5,0.0,,0.7463765354903472,0.6975875857970447,0.742031419474476,0.6663794049181924,5.322862973305865
Qingyun,3407,Original_LTLC,0.5,0.25,,0.7453300882032257,0.696257343050669,0.7404569469227809,0.6647491465869724,5.3460674444954
Qingyun,3407,Original_LTLC,0.5,0.5,,0.7447396847676125,0.6945846701111935,0.7389874392078654,0.663265550853244,5.370489414587572
Qingyun,3407,Original_LTLC,0.5,0.75,,0.7440883019653878,0.6926542857594523,0.7374479549350967,0.6616549306844881,5.396266684074917
Qingyun,3407,Original_LTLC,0.5,1.0,,0.7432703142781297,0.6903557257153073,0.7356635527098422,0.6597607113560048,5.423616205157369
Qingyun,3407,Original_LTLC,0.5,1.5,,0.7422358329173373,0.6734810692337859,0.7309751233336832,0.6548264212331977,5.484560092874632
Qingyun,3407,Original_LTLC,0.5,2.0,,0.7403420737197813,0.6405639892197869,0.7249921276372415,0.6485351716935516,5.558185107116713
Qingyun,3407,Original_LTLC,0.75,0.0,,0.7446035556652659,0.6950174923648684,0.738147720513628,0.6623948795488108,5.383678772321555
Qingyun,3407,Original_LTLC,0.75,0.25,,0.743624161267432,0.6921378569524351,0.7355935761519891,0.6596896216431903,5.423568715837532
Qingyun,3407,Original_LTLC,0.75,0.5,,0.7429394408858379,0.6875535588890885,0.7324796193275253,0.6564392517272214,5.467094176574133
Qingyun,3407,Original_LTLC,0.75,0.75,,0.7425052153670574,0.674231517099491,0.7291557328295021,0.6530345801425713,5.5155137418643365
Qingyun,3407,Original_LTLC,0.75,1.0,,0.7419802960104244,0.6514406964464644,0.7250271159161681,0.648714499424437,5.570953009382857
Qingyun,3407,Original_LTLC,0.75,1.5,,0.7309947736251047,0.5969669142684537,0.7111717574612505,0.6339065351224894,5.716508373255035
Qingyun,3407,Original_LTLC,0.75,2.0,,0.7166284995797509,0.5618150759794122,0.6915433329834505,0.6138008182855097,5.941242753993513
Qingyun,3407,Original_LTLC,1.0,0.0,,0.7429830854678167,0.6916169305224716,0.7335642559742487,0.657629210300321,5.452197140888987
Qingyun,3407,Original_LTLC,1.0,0.25,,0.7423636834644896,0.68389326841637,0.729400650781988,0.6532923784237821,5.5137491762401325
Qingyun,3407,Original_LTLC,1.0,0.5,,0.7416900023530261,0.6586092196292787,0.7240124558272979,0.6476603032083424,5.5851790962168515
Qingyun,3407,Original_LTLC,1.0,0.75,,0.7378062723730571,0.6239366267962086,0.7158251985584829,0.6388726447483135,5.672484453535257
Qingyun,3407,Original_LTLC,1.0,1.0,,0.7299518475340223,0.5904875355746482,0.7074280116161086,0.6302113769413621,5.785112693454636
Qingyun,3407,Original_LTLC,1.0,1.5,,0.7039946824533166,0.5497282705977491,0.6756936426297191,0.5970077899456057,6.134989792502318
Qingyun,3407,Original_LTLC,1.0,2.0,,0.6745549746353365,0.5316723427836872,0.6461635352157027,0.5661084843668244,6.68415472582115
Qingyun,3407,Original_LTLC,1.25,0.0,,0.7426422798712716,0.6866115145340332,0.7281410727406319,0.6519324332755168,5.529559613638111
Qingyun,3407,Original_LTLC,1.25,0.25,,0.740777436035803,0.6600020345508735,0.7209684755606872,0.6444207919070813,5.620388432846694
Qingyun,3407,Original_LTLC,1.25,0.5,,0.7365643731982288,0.6167630573917772,0.7117665582030019,0.634723518337676,5.735895178411701
Qingyun,3407,Original_LTLC,1.25,0.75,,0.7253420231341643,0.5772488642555168,0.6996606136944123,0.6223118397284196,5.89506396429866
Qingyun,3407,Original_LTLC,1.25,1.0,,0.7073147661633419,0.5524230191488718,0.678002869038872,0.5995809347798964,6.121803172885715
Qingyun,3407,Original_LTLC,1.25,1.5,,0.6706066597915838,0.528768947799469,0.6400755746824813,0.5599004676928055,6.808154982071792
Qingyun,3407,Original_LTLC,1.25,2.0,,0.6369030996721943,0.5099932210845505,0.5983345579230958,0.517057450680337,7.7915175891499135
Qingyun,3407,Original_LTLC,1.5,0.0,,0.741110463115762,0.6751924456448273,0.7213883349078059,0.6448623463812242,5.61735016200002
Qingyun,3407,Original_LTLC,1.5,0.25,,0.7367046791966714,0.6261178308346108,0.7112417340191036,0.6342482832180274,5.749268274473017
Qingyun,3407,Original_LTLC,1.5,0.5,,0.7248572940671422,0.5775243573434098,0.697701270074525,0.6203978170735893,5.936945497880768
Qingyun,3407,Original_LTLC,1.5,0.75,,0.7049468198850971,0.5490934320283124,0.6723697561316959,0.5937144956532978,6.219728260620394
Qingyun,3407,Original_LTLC,1.5,1.0,,0.6809241372590571,0.5336850786019233,0.6489975858087541,0.5691642710340377,6.613955384173726
Qingyun,3407,Original_LTLC,1.5,1.5,,0.6400042806620326,0.5114760476369947,0.6024631748364297,0.5214046265456741,7.723012139594554
Qingyun,3407,Original_LTLC,1.5,2.0,,0.5996258568603373,0.4873096366834571,0.5492460025891326,0.46806035704474147,9.256499672594922
Qingyun,3407,Original_LTLC,1.75,0.0,,0.7388500056923654,0.6557751348795825,0.7142857142857143,0.6375118708415168,5.717628952419145
Qingyun,3407,Original_LTLC,1.75,0.25,,0.7295235813858026,0.5924265615191574,0.7008502151779153,0.6236470656319032,5.908616272198452
Qingyun,3407,Original_LTLC,1.75,0.5,,0.7097739393525314,0.5520032328363617,0.6740841817990973,0.5956641408839266,6.209504985096969
Qingyun,3407,Original_LTLC,1.75,0.75,,0.6810211512454964,0.5331662902836513,0.6472831601413527,0.5675137869333035,6.658787752926502
Qingyun,3407,Original_LTLC,1.75,1.0,,0.658061951557162,0.521166802053934,0.6236660718659249,0.5432815828572269,7.253647408311197
Qingyun,3407,Original_LTLC,1.75,1.5,,0.606686968868329,0.49084067498746253,0.5583429551100382,0.47706163223364734,8.881775659661553
Qingyun,3407,Original_LTLC,1.75,2.0,,0.5651352164834146,0.4637925935714618,0.5065253140198034,0.42653322473915023,11.017797116437121
Qingyun,3407,Original_LTLC,2.0,0.0,,0.7348261982066955,0.6304017188361298,0.7060284804590462,0.6289598409149553,5.832955211261238
Qingyun,3407,Original_LTLC,2.0,0.25,,0.7206565057392177,0.5651663738664692,0.6851404779398902,0.6075114887433816,6.109127622027007
Qingyun,3407,Original_LTLC,2.0,0.5,,0.6899138778524181,0.5372300143219509,0.6527763199328225,0.5733467008219539,6.561796090568134
Qingyun,3407,Original_LTLC,2.0,0.75,,0.6606589655266466,0.5216490176217391,0.6250656030229873,0.5447401240498079,7.205944352653944
Qingyun,3407,Original_LTLC,2.0,1.0,,0.6304826800921406,0.5037453362188365,0.5867534375984045,0.5055232271364316,8.04066392973331
Qingyun,3407,Original_LTLC,2.0,1.5,,0.5796574426691846,0.47239365849725856,0.5224799692103146,0.4420650886622836,10.253235717524666
Qingyun,3407,Original_LTLC,2.0,2.0,,0.5313215306024027,0.436451344269929,0.4596410202582135,0.381810271512976,13.042267569313532
Qingyun,3407,Standard_LA,0.0,,,0.7466855642251226,0.7025845476903304,0.7481193800076974,0.6725395154048849,5.22120464729285
Qingyun,3407,Standard_LA,0.25,,,0.74565690572912,0.6996688397860348,0.7454952590882055,0.6699284056585222,5.268919957627773
Qingyun,3407,Standard_LA,0.5,,,0.7463765354903472,0.6975875857970447,0.742031419474476,0.6663794049181924,5.322862973305865
Qingyun,3407,Standard_LA,0.75,,,0.7446035556652659,0.6950174923648684,0.738147720513628,0.6623948795488108,5.383678772321555
Qingyun,3407,Standard_LA,1.0,,,0.7429830854678167,0.6916169305224716,0.7335642559742487,0.657629210300321,5.452197140888987
Qingyun,3407,Standard_LA,1.25,,,0.7426422798712716,0.6866115145340332,0.7281410727406319,0.6519324332755168,5.529559613638111
Qingyun,3407,Standard_LA,1.5,,,0.741110463115762,0.6751924456448273,0.7213883349078059,0.6448623463812242,5.61735016200002
Qingyun,3407,Standard_LA,1.75,,,0.7388500056923654,0.6557751348795825,0.7142857142857143,0.6375118708415168,5.717628952419145
Qingyun,3407,Standard_LA,2.0,,,0.7348261982066955,0.6304017188361298,0.7060284804590462,0.6289598409149553,5.832955211261238
